entreprise,categorie,sous_categorie,ville,canton,adresse,postcode,telephone,email,site_web,latitude,longitude,source,osm_id,score_colixo,besoin_detecte,angle_commercial,message_prospection
Domaine Christopher Chappuis,vin,domaine_viticole,,Vaud,,,,,,46.476498,6.7784933,OpenStreetMap / Overpass,node/13183457401,50,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Domaine Christopher Chappuis, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Cave Chantevigne,vin,domaine_viticole,,Valais,,,,,,46.2264937,7.2901266,OpenStreetMap / Overpass,node/9122489744,50,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Cave Chantevigne, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Cave les Amourettes,vin,domaine_viticole,,Valais,,,,,,46.2306681,7.3042957,OpenStreetMap / Overpass,node/10162222277,50,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Cave les Amourettes, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Lavaux Vinorama,vin,caviste,,Vaud,rue du lac 2 1071 rivaz 2,,,,https://lavaux-vinorama.ch/,46.4749047,6.7774266,OpenStreetMap / Overpass,node/6005394385,50,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Lavaux Vinorama, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Vignoble Clos des Cantons,vin,caviste,Alle,Jura,Rue de l'Eglise 45,2942,,,https://closdescantons.wixsite.com/website,47.4272078,7.1310211,OpenStreetMap / Overpass,node/7449563557,50,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Vignoble Clos des Cantons, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Bv Vins,vin,caviste,,Vaud,,,,,https://www.bvvins.com/,46.5716149,6.6330078,OpenStreetMap / Overpass,node/10123969210,50,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Bv Vins, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Cave L'Abbatiale,vin,domaine_viticole,,Vaud,,,,,,46.8201116,6.9375062,OpenStreetMap / Overpass,node/10103076684,50,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Cave L'Abbatiale, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Cave La Reine Berthe,vin,domaine_viticole,,Vaud,,,,,,46.8202686,6.9373378,OpenStreetMap / Overpass,node/10103038046,50,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Cave La Reine Berthe, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Cave du Séminaire,vin,domaine_viticole,,Valais,,,,,,46.2927665,7.5455619,OpenStreetMap / Overpass,node/9957351292,50,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Cave du Séminaire, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Cave St-Laurent,vin,domaine_viticole,,Valais,,,,,,46.1726145,7.2184159,OpenStreetMap / Overpass,node/10130332161,50,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Cave St-Laurent, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Betrieb der Familie Chervet,vin,caviste,Clavaleyres,Vaud,Oberer Hubel 1,1595,,,https://www.chervet-clavaleyres.ch,46.8929629,7.0902029,OpenStreetMap / Overpass,node/9383623226,50,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Betrieb der Familie Chervet, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Cave du Vidomne,vin,domaine_viticole,,Vaud,,,,,,46.191618,7.2376061,OpenStreetMap / Overpass,node/9215171225,50,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Cave du Vidomne, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Luginbühl,vin,caviste,,Fribourg,,,,,https://www.luginbuehl-weine.ch/,47.0459004,7.2774253,OpenStreetMap / Overpass,node/3114479735,50,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Luginbühl, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Cave Daniel Magliocco et Fils,vin,domaine_viticole,,Vaud,,,,,,46.19037,7.2371804,OpenStreetMap / Overpass,node/9215171222,50,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Cave Daniel Magliocco et Fils, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
"La Cave, Pywinery",vin,domaine_viticole,,Vaud,,,,,,46.7936916,7.1322495,OpenStreetMap / Overpass,node/9055264162,50,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, La Cave, Pywinery, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Badan Vins,vin,caviste,,Vaud,,,,,https://badanvins.ch/,46.3169432,6.9723649,OpenStreetMap / Overpass,node/8121154988,50,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Badan Vins, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Cave,vin,domaine_viticole,,Vaud,,,,,,46.96588,6.8633932,OpenStreetMap / Overpass,node/7707400207,50,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Cave, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Domaine de La Côte d'Or Gavillet & fils,vin,domaine_viticole,,Vaud,,,,,,46.2758536,6.2260813,OpenStreetMap / Overpass,node/6016345490,50,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Domaine de La Côte d'Or Gavillet & fils, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Domaine des Ménades,vin,domaine_viticole,,Vaud,,,,,,46.2755792,6.2246544,OpenStreetMap / Overpass,node/6016347118,50,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Domaine des Ménades, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
